,question_id,poll_id,state,pollster,grade,sample_size,population,start_date,end_date,Biden,Trump
2337,136531,72752,Wisconsin,Redfield & Wilton Strategies,,691,lv,10/10/2020,10/13/2020,53,40
2338,132861,70998,North Carolina,Siena College/The New York Times Upshot,A+,627,lv,10/9/2020,10/13/2020,46,42
2339,133065,71090,Arizona,Monmouth University,A+,502,rv,10/9/2020,10/13/2020,50,44
2340,133066,71090,Arizona,Monmouth University,A+,502,lv,10/9/2020,10/13/2020,51,44
2341,133067,71090,Arizona,Monmouth University,A+,502,lv,10/9/2020,10/13/2020,49,47
2342,132881,71005,Indiana,SurveyUSA,A,685,lv,10/8/2020,10/13/2020,42,49
2343,133064,71089,Michigan,RMG Research,B/C,800,lv,10/8/2020,10/13/2020,48,42
2344,133093,71098,Colorado,Keating Research/OnSight Public Affairs/Melanson,B/C,519,lv,10/8/2020,10/13/2020,54,39
2345,132430,70785,Michigan,Ipsos,B-,620,lv,10/7/2020,10/13/2020,51,43
2346,132434,70785,Michigan,Ipsos,B-,620,lv,10/7/2020,10/13/2020,51,44
2347,132431,70786,North Carolina,Ipsos,B-,660,lv,10/7/2020,10/13/2020,48,47
2348,132435,70786,North Carolina,Ipsos,B-,660,lv,10/7/2020,10/13/2020,48,48
2349,133257,71176,New Jersey,Stockton University,A/B,721,lv,10/7/2020,10/13/2020,56.3,35.8
2350,133971,71527,New Jersey,DKC Analytics,,500,lv,10/5/2020,10/13/2020,56,34
2351,132907,71013,Wyoming,SurveyMonkey,D-,416,rv,9/16/2020,10/13/2020,36,62
2352,132959,71013,Wyoming,SurveyMonkey,D-,416,lv,9/16/2020,10/13/2020,36,63
2353,132908,71014,West Virginia,SurveyMonkey,D-,824,rv,9/16/2020,10/13/2020,34,64
2354,132960,71014,West Virginia,SurveyMonkey,D-,824,lv,9/16/2020,10/13/2020,34,64
2355,132909,71015,Wisconsin,SurveyMonkey,D-,4414,rv,9/16/2020,10/13/2020,53,44
2356,132961,71015,Wisconsin,SurveyMonkey,D-,4414,lv,9/16/2020,10/13/2020,54,44
2357,132912,71018,Virginia,SurveyMonkey,D-,4522,rv,9/16/2020,10/13/2020,56,42
2358,132964,71018,Virginia,SurveyMonkey,D-,4522,lv,9/16/2020,10/13/2020,56,42
2359,132913,71019,Utah,SurveyMonkey,D-,1843,rv,9/16/2020,10/13/2020,44,53
2360,132965,71019,Utah,SurveyMonkey,D-,1843,lv,9/16/2020,10/13/2020,44,53
2361,132916,71022,South Dakota,SurveyMonkey,D-,622,rv,9/16/2020,10/13/2020,42,56
2362,132968,71022,South Dakota,SurveyMonkey,D-,622,lv,9/16/2020,10/13/2020,43,56
2363,132917,71023,South Carolina,SurveyMonkey,D-,2988,rv,9/16/2020,10/13/2020,46,50
2364,132969,71023,South Carolina,SurveyMonkey,D-,2988,lv,9/16/2020,10/13/2020,45,53
2365,132918,71024,Rhode Island,SurveyMonkey,D-,514,rv,9/16/2020,10/13/2020,66,33
2366,132970,71024,Rhode Island,SurveyMonkey,D-,514,lv,9/16/2020,10/13/2020,67,32
2367,132919,71025,Pennsylvania,SurveyMonkey,D-,6946,rv,9/16/2020,10/13/2020,52,45
2368,132971,71025,Pennsylvania,SurveyMonkey,D-,6946,lv,9/16/2020,10/13/2020,52,46
2369,132920,71026,Oregon,SurveyMonkey,D-,3041,rv,9/16/2020,10/13/2020,59,39
2370,132972,71026,Oregon,SurveyMonkey,D-,3041,lv,9/16/2020,10/13/2020,60,38
2371,132921,71027,Oklahoma,SurveyMonkey,D-,1804,rv,9/16/2020,10/13/2020,40,58
2372,132973,71027,Oklahoma,SurveyMonkey,D-,1804,lv,9/16/2020,10/13/2020,40,59
2373,132923,71029,New York,SurveyMonkey,D-,9406,rv,9/16/2020,10/13/2020,64,32
2374,132975,71029,New York,SurveyMonkey,D-,9406,lv,9/16/2020,10/13/2020,65,33
2375,132924,71030,Nevada,SurveyMonkey,D-,1958,rv,9/16/2020,10/13/2020,53,45
2376,132976,71030,Nevada,SurveyMonkey,D-,1958,lv,9/16/2020,10/13/2020,52,47
2377,132926,71032,New Jersey,SurveyMonkey,D-,4032,rv,9/16/2020,10/13/2020,60,36
2378,132978,71032,New Jersey,SurveyMonkey,D-,4032,lv,9/16/2020,10/13/2020,60,36
2379,132927,71033,New Hampshire,SurveyMonkey,D-,1098,rv,9/16/2020,10/13/2020,55,43
2380,132979,71033,New Hampshire,SurveyMonkey,D-,1098,lv,9/16/2020,10/13/2020,55,44
2381,132928,71034,Nebraska,SurveyMonkey,D-,1159,rv,9/16/2020,10/13/2020,47,51
2382,132980,71034,Nebraska,SurveyMonkey,D-,1159,lv,9/16/2020,10/13/2020,46,52
2383,132931,71037,Montana,SurveyMonkey,D-,744,rv,9/16/2020,10/13/2020,41,57
2384,132983,71037,Montana,SurveyMonkey,D-,744,lv,9/16/2020,10/13/2020,41,57
2385,132934,71040,Minnesota,SurveyMonkey,D-,3675,rv,9/16/2020,10/13/2020,54,43
2386,132986,71040,Minnesota,SurveyMonkey,D-,3675,lv,9/16/2020,10/13/2020,56,42
2387,132935,71041,Michigan,SurveyMonkey,D-,4848,rv,9/16/2020,10/13/2020,52,45
2388,132987,71041,Michigan,SurveyMonkey,D-,4848,lv,9/16/2020,10/13/2020,52,46
2389,132936,71042,Maine,SurveyMonkey,D-,1070,rv,9/16/2020,10/13/2020,56,42
2390,132988,71042,Maine,SurveyMonkey,D-,1070,lv,9/16/2020,10/13/2020,56,42
2391,132937,71043,Maryland,SurveyMonkey,D-,3707,rv,9/16/2020,10/13/2020,66,31
2392,132989,71043,Maryland,SurveyMonkey,D-,3707,lv,9/16/2020,10/13/2020,66,33
2393,132938,71044,Massachusetts,SurveyMonkey,D-,3704,rv,9/16/2020,10/13/2020,68,29
2394,132990,71044,Massachusetts,SurveyMonkey,D-,3704,lv,9/16/2020,10/13/2020,69,29
2395,132939,71045,Louisiana,SurveyMonkey,D-,2284,rv,9/16/2020,10/13/2020,44,53
2396,132991,71045,Louisiana,SurveyMonkey,D-,2284,lv,9/16/2020,10/13/2020,40,58
2397,132940,71046,Kentucky,SurveyMonkey,D-,2279,rv,9/16/2020,10/13/2020,39,59
2398,132992,71046,Kentucky,SurveyMonkey,D-,2279,lv,9/16/2020,10/13/2020,40,58
2399,132941,71047,Kansas,SurveyMonkey,D-,1717,rv,9/16/2020,10/13/2020,45,54
2400,132993,71047,Kansas,SurveyMonkey,D-,1717,lv,9/16/2020,10/13/2020,44,55
2401,132942,71048,Indiana,SurveyMonkey,D-,3185,rv,9/16/2020,10/13/2020,44,53
2402,132994,71048,Indiana,SurveyMonkey,D-,3185,lv,9/16/2020,10/13/2020,44,54
2403,132943,71049,Illinois,SurveyMonkey,D-,7152,rv,9/16/2020,10/13/2020,60,37
2404,132995,71049,Illinois,SurveyMonkey,D-,7152,lv,9/16/2020,10/13/2020,60,38
2405,132944,71050,Idaho,SurveyMonkey,D-,1190,rv,9/16/2020,10/13/2020,38,59
2406,132996,71050,Idaho,SurveyMonkey,D-,1190,lv,9/16/2020,10/13/2020,39,58
2407,132945,71051,Iowa,SurveyMonkey,D-,2058,rv,9/16/2020,10/13/2020,48,49
2408,132997,71051,Iowa,SurveyMonkey,D-,2058,lv,9/16/2020,10/13/2020,49,49
2409,132946,71052,Hawaii,SurveyMonkey,D-,755,rv,9/16/2020,10/13/2020,63,35
2410,132998,71052,Hawaii,SurveyMonkey,D-,755,lv,9/16/2020,10/13/2020,64,35
2411,132948,71054,Florida,SurveyMonkey,D-,12736,rv,9/16/2020,10/13/2020,50,47
2412,133000,71054,Florida,SurveyMonkey,D-,12736,lv,9/16/2020,10/13/2020,49,49
2413,132950,71056,District of Columbia,SurveyMonkey,D-,565,rv,9/16/2020,10/13/2020,86,11
2414,133002,71056,District of Columbia,SurveyMonkey,D-,565,lv,9/16/2020,10/13/2020,88,10
2415,132951,71057,Connecticut,SurveyMonkey,D-,2197,rv,9/16/2020,10/13/2020,62,34
2416,133003,71057,Connecticut,SurveyMonkey,D-,2197,lv,9/16/2020,10/13/2020,62,35
2417,132952,71058,Colorado,SurveyMonkey,D-,4111,rv,9/16/2020,10/13/2020,58,40
2418,133004,71058,Colorado,SurveyMonkey,D-,4111,lv,9/16/2020,10/13/2020,57,41
2419,132954,71060,Arizona,SurveyMonkey,D-,5690,rv,9/16/2020,10/13/2020,52,46
2420,133006,71060,Arizona,SurveyMonkey,D-,5690,lv,9/16/2020,10/13/2020,51,48
2421,132955,71061,Arkansas,SurveyMonkey,D-,1311,rv,9/16/2020,10/13/2020,41,56
2422,133007,71061,Arkansas,SurveyMonkey,D-,1311,lv,9/16/2020,10/13/2020,40,58
2423,132956,71062,Alabama,SurveyMonkey,D-,2149,rv,9/16/2020,10/13/2020,42,55
2424,133008,71062,Alabama,SurveyMonkey,D-,2149,lv,9/16/2020,10/13/2020,39,59
2425,132957,71063,Alaska,SurveyMonkey,D-,776,rv,9/16/2020,10/13/2020,44,53
2426,133009,71063,Alaska,SurveyMonkey,D-,776,lv,9/16/2020,10/13/2020,44,54
2427,132910,71016,Washington,SurveyMonkey,D-,7664,rv,9/15/2020,10/13/2020,60,37
2428,132962,71016,Washington,SurveyMonkey,D-,7664,lv,9/15/2020,10/13/2020,61,37
2429,132911,71017,Vermont,SurveyMonkey,D-,579,rv,9/15/2020,10/13/2020,64,34
2430,132963,71017,Vermont,SurveyMonkey,D-,579,lv,9/15/2020,10/13/2020,65,33
2431,132914,71020,Texas,SurveyMonkey,D-,13081,rv,9/15/2020,10/13/2020,49,48
2432,132966,71020,Texas,SurveyMonkey,D-,13081,lv,9/15/2020,10/13/2020,47,51
2433,132915,71021,Tennessee,SurveyMonkey,D-,3308,rv,9/15/2020,10/13/2020,42,55
2434,132967,71021,Tennessee,SurveyMonkey,D-,3308,lv,9/15/2020,10/13/2020,40,58
2435,132922,71028,Ohio,SurveyMonkey,D-,5190,rv,9/15/2020,10/13/2020,47,50
2436,132974,71028,Ohio,SurveyMonkey,D-,5190,lv,9/15/2020,10/13/2020,47,51
2437,132925,71031,New Mexico,SurveyMonkey,D-,1620,rv,9/15/2020,10/13/2020,53,45
2438,132977,71031,New Mexico,SurveyMonkey,D-,1620,lv,9/15/2020,10/13/2020,53,45
2439,132929,71035,North Dakota,SurveyMonkey,D-,386,rv,9/15/2020,10/13/2020,39,59
2440,132981,71035,North Dakota,SurveyMonkey,D-,386,lv,9/15/2020,10/13/2020,39,59
2441,132930,71036,North Carolina,SurveyMonkey,D-,5112,rv,9/15/2020,10/13/2020,53,45
2442,132982,71036,North Carolina,SurveyMonkey,D-,5112,lv,9/15/2020,10/13/2020,52,47
2443,132932,71038,Mississippi,SurveyMonkey,D-,1118,rv,9/15/2020,10/13/2020,45,53
2444,132984,71038,Mississippi,SurveyMonkey,D-,1118,lv,9/15/2020,10/13/2020,40,59
2445,132933,71039,Missouri,SurveyMonkey,D-,3136,rv,9/15/2020,10/13/2020,45,52
2446,132985,71039,Missouri,SurveyMonkey,D-,3136,lv,9/15/2020,10/13/2020,44,53
2447,132947,71053,Georgia,SurveyMonkey,D-,4716,rv,9/15/2020,10/13/2020,52,46
2448,132999,71053,Georgia,SurveyMonkey,D-,4716,lv,9/15/2020,10/13/2020,50,49
2449,132949,71055,Delaware,SurveyMonkey,D-,776,rv,9/15/2020,10/13/2020,65,33
2450,133001,71055,Delaware,SurveyMonkey,D-,776,lv,9/15/2020,10/13/2020,64,34
2451,132953,71059,California,SurveyMonkey,D-,21460,rv,9/15/2020,10/13/2020,63,35
2452,133005,71059,California,SurveyMonkey,D-,21460,lv,9/15/2020,10/13/2020,62,36
2453,132856,70994,Florida,St. Pete Polls,C,2215,lv,10/11/2020,10/12/2020,49.2,47.2
2454,132342,70744,Florida,Emerson College,A-,690,lv,10/10/2020,10/12/2020,50.6,48.4
2455,132394,70773,Pennsylvania,Trafalgar Group,C-,1034,lv,10/10/2020,10/12/2020,47.4,45.1
2456,132433,70787,New Hampshire,University of New Hampshire,B-,899,lv,10/9/2020,10/12/2020,55,43
2457,132343,70745,Washington,SurveyUSA,A,591,lv,10/8/2020,10/12/2020,55,34
2458,132810,70978,New Hampshire,Suffolk University,A,500,lv,10/8/2020,10/12/2020,51,40.8
2459,132815,70979,Michigan,EPIC-MRA,B+,600,lv,10/8/2020,10/12/2020,48,39
2460,132826,70982,Georgia,SurveyUSA,A,677,lv,10/8/2020,10/12/2020,48,46
2461,132866,70999,Ohio,Quinnipiac University,B+,1160,lv,10/8/2020,10/12/2020,48,47
2462,132867,71000,Georgia,Quinnipiac University,B+,1040,lv,10/8/2020,10/12/2020,51,44
2463,133239,71166,Florida,Mason-Dixon Polling & Strategy,B+,625,lv,10/8/2020,10/12/2020,48,45
2464,132833,70988,Pennsylvania,RMG Research,B/C,800,lv,10/7/2020,10/12/2020,49,43
2465,133010,71064,Florida,Clearview Research,,550,lv,10/7/2020,10/12/2020,47,40
2466,133037,71071,Virginia,Reconnect Research/Roanoke College,,602,lv,9/30/2020,10/12/2020,53,38
2467,132703,70924,Alabama,SurveyMonkey,D-,2070,rv,9/15/2020,10/12/2020,42,55
2468,132755,70924,Alabama,SurveyMonkey,D-,2070,lv,9/15/2020,10/12/2020,39,59
2469,132705,70926,Arizona,SurveyMonkey,D-,5778,rv,9/15/2020,10/12/2020,52,46
2470,132757,70926,Arizona,SurveyMonkey,D-,5778,lv,9/15/2020,10/12/2020,51,47
2471,132706,70927,Arkansas,SurveyMonkey,D-,1231,rv,9/15/2020,10/12/2020,41,57
2472,132758,70927,Arkansas,SurveyMonkey,D-,1231,lv,9/15/2020,10/12/2020,39,59
2473,132708,70929,Colorado,SurveyMonkey,D-,3875,rv,9/15/2020,10/12/2020,58,40
2474,132760,70929,Colorado,SurveyMonkey,D-,3875,lv,9/15/2020,10/12/2020,57,41
2475,132709,70930,Connecticut,SurveyMonkey,D-,2088,rv,9/15/2020,10/12/2020,62,34
2476,132761,70930,Connecticut,SurveyMonkey,D-,2088,lv,9/15/2020,10/12/2020,62,35
2477,132710,70931,Delaware,SurveyMonkey,D-,740,rv,9/15/2020,10/12/2020,64,34
2478,132762,70931,Delaware,SurveyMonkey,D-,740,lv,9/15/2020,10/12/2020,63,35
2479,132712,70933,Florida,SurveyMonkey,D-,12604,rv,9/15/2020,10/12/2020,50,48
2480,132764,70933,Florida,SurveyMonkey,D-,12604,lv,9/15/2020,10/12/2020,49,49
2481,132713,70934,Georgia,SurveyMonkey,D-,4544,rv,9/15/2020,10/12/2020,51,46
2482,132765,70934,Georgia,SurveyMonkey,D-,4544,lv,9/15/2020,10/12/2020,49,49
2483,132714,70935,Hawaii,SurveyMonkey,D-,713,rv,9/15/2020,10/12/2020,63,35
2484,132766,70935,Hawaii,SurveyMonkey,D-,713,lv,9/15/2020,10/12/2020,64,35
2485,132716,70937,Illinois,SurveyMonkey,D-,7226,rv,9/15/2020,10/12/2020,60,36
2486,132768,70937,Illinois,SurveyMonkey,D-,7226,lv,9/15/2020,10/12/2020,60,37
2487,132717,70938,Indiana,SurveyMonkey,D-,3103,rv,9/15/2020,10/12/2020,44,54
2488,132769,70938,Indiana,SurveyMonkey,D-,3103,lv,9/15/2020,10/12/2020,43,55
2489,132719,70940,Kansas,SurveyMonkey,D-,1657,rv,9/15/2020,10/12/2020,45,54
2490,132771,70940,Kansas,SurveyMonkey,D-,1657,lv,9/15/2020,10/12/2020,44,55
2491,132723,70944,Maryland,SurveyMonkey,D-,3564,rv,9/15/2020,10/12/2020,66,31
2492,132775,70944,Maryland,SurveyMonkey,D-,3564,lv,9/15/2020,10/12/2020,66,32
2493,132724,70945,Massachusetts,SurveyMonkey,D-,3523,rv,9/15/2020,10/12/2020,68,30
2494,132776,70945,Massachusetts,SurveyMonkey,D-,3523,lv,9/15/2020,10/12/2020,68,30
2495,132725,70946,Michigan,SurveyMonkey,D-,4656,rv,9/15/2020,10/12/2020,51,45
2496,132777,70946,Michigan,SurveyMonkey,D-,4656,lv,9/15/2020,10/12/2020,51,46
2497,132728,70949,Missouri,SurveyMonkey,D-,3018,rv,9/15/2020,10/12/2020,45,51
2498,132780,70949,Missouri,SurveyMonkey,D-,3018,lv,9/15/2020,10/12/2020,45,53
2499,132729,70950,Montana,SurveyMonkey,D-,706,rv,9/15/2020,10/12/2020,41,56
2500,132781,70950,Montana,SurveyMonkey,D-,706,lv,9/15/2020,10/12/2020,41,57
2501,132730,70951,Nebraska,SurveyMonkey,D-,1124,rv,9/15/2020,10/12/2020,46,51
2502,132782,70951,Nebraska,SurveyMonkey,D-,1124,lv,9/15/2020,10/12/2020,46,52
2503,132731,70952,Nevada,SurveyMonkey,D-,1915,rv,9/15/2020,10/12/2020,53,45
2504,132783,70952,Nevada,SurveyMonkey,D-,1915,lv,9/15/2020,10/12/2020,51,47
2505,132732,70953,New Hampshire,SurveyMonkey,D-,1004,rv,9/15/2020,10/12/2020,55,43
2506,132784,70953,New Hampshire,SurveyMonkey,D-,1004,lv,9/15/2020,10/12/2020,54,44
2507,132733,70954,New Jersey,SurveyMonkey,D-,3893,rv,9/15/2020,10/12/2020,59,36
2508,132785,70954,New Jersey,SurveyMonkey,D-,3893,lv,9/15/2020,10/12/2020,60,37
2509,132734,70955,New Mexico,SurveyMonkey,D-,1555,rv,9/15/2020,10/12/2020,52,45
2510,132786,70955,New Mexico,SurveyMonkey,D-,1555,lv,9/15/2020,10/12/2020,53,46
2511,132736,70957,New York,SurveyMonkey,D-,9405,rv,9/15/2020,10/12/2020,64,32
2512,132787,70957,New York,SurveyMonkey,D-,9405,lv,9/15/2020,10/12/2020,64,33
2513,132737,70958,North Carolina,SurveyMonkey,D-,4912,rv,9/15/2020,10/12/2020,53,45
2514,132788,70958,North Carolina,SurveyMonkey,D-,4912,lv,9/15/2020,10/12/2020,52,46
2515,132740,70961,Oklahoma,SurveyMonkey,D-,1683,rv,9/15/2020,10/12/2020,40,58
2516,132791,70961,Oklahoma,SurveyMonkey,D-,1683,lv,9/15/2020,10/12/2020,39,60
2517,132741,70962,Oregon,SurveyMonkey,D-,2902,rv,9/15/2020,10/12/2020,59,39
2518,132792,70962,Oregon,SurveyMonkey,D-,2902,lv,9/15/2020,10/12/2020,60,38
2519,132742,70963,Pennsylvania,SurveyMonkey,D-,6613,rv,9/15/2020,10/12/2020,52,46
2520,132793,70963,Pennsylvania,SurveyMonkey,D-,6613,lv,9/15/2020,10/12/2020,52,47
2521,132743,70964,Rhode Island,SurveyMonkey,D-,488,rv,9/15/2020,10/12/2020,65,33
2522,132794,70964,Rhode Island,SurveyMonkey,D-,488,lv,9/15/2020,10/12/2020,67,32
2523,132746,70967,Tennessee,SurveyMonkey,D-,3171,rv,9/15/2020,10/12/2020,42,56
2524,132797,70967,Tennessee,SurveyMonkey,D-,3171,lv,9/15/2020,10/12/2020,40,58
2525,132747,70968,Texas,SurveyMonkey,D-,13198,rv,9/15/2020,10/12/2020,49,48
2526,132798,70968,Texas,SurveyMonkey,D-,13198,lv,9/15/2020,10/12/2020,47,50
2527,132750,70971,Virginia,SurveyMonkey,D-,4248,rv,9/15/2020,10/12/2020,55,42
2528,132801,70971,Virginia,SurveyMonkey,D-,4248,lv,9/15/2020,10/12/2020,55,43
2529,132751,70972,Washington,SurveyMonkey,D-,7731,rv,9/15/2020,10/12/2020,60,37
2530,132802,70972,Washington,SurveyMonkey,D-,7731,lv,9/15/2020,10/12/2020,61,37
2531,132752,70973,West Virginia,SurveyMonkey,D-,771,rv,9/15/2020,10/12/2020,34,64
2532,132803,70973,West Virginia,SurveyMonkey,D-,771,lv,9/15/2020,10/12/2020,34,64
2533,132753,70974,Wisconsin,SurveyMonkey,D-,4397,rv,9/15/2020,10/12/2020,53,44
2534,132804,70974,Wisconsin,SurveyMonkey,D-,4397,lv,9/15/2020,10/12/2020,54,44
2535,132754,70975,Wyoming,SurveyMonkey,D-,409,rv,9/15/2020,10/12/2020,36,63
2536,132805,70975,Wyoming,SurveyMonkey,D-,409,lv,9/15/2020,10/12/2020,35,63
2537,132704,70925,Alaska,SurveyMonkey,D-,751,rv,9/14/2020,10/12/2020,43,54
2538,132756,70925,Alaska,SurveyMonkey,D-,751,lv,9/14/2020,10/12/2020,43,55
2539,132707,70928,California,SurveyMonkey,D-,21492,rv,9/14/2020,10/12/2020,63,35
2540,132759,70928,California,SurveyMonkey,D-,21492,lv,9/14/2020,10/12/2020,63,36
2541,132711,70932,District of Columbia,SurveyMonkey,D-,543,rv,9/14/2020,10/12/2020,85,11
2542,132763,70932,District of Columbia,SurveyMonkey,D-,543,lv,9/14/2020,10/12/2020,87,10
2543,132715,70936,Idaho,SurveyMonkey,D-,1123,rv,9/14/2020,10/12/2020,38,59
2544,132767,70936,Idaho,SurveyMonkey,D-,1123,lv,9/14/2020,10/12/2020,39,59
2545,132718,70939,Iowa,SurveyMonkey,D-,1998,rv,9/14/2020,10/12/2020,48,50
2546,132770,70939,Iowa,SurveyMonkey,D-,1998,lv,9/14/2020,10/12/2020,49,49
2547,132720,70941,Kentucky,SurveyMonkey,D-,2109,rv,9/14/2020,10/12/2020,39,59
2548,132772,70941,Kentucky,SurveyMonkey,D-,2109,lv,9/14/2020,10/12/2020,40,58
2549,132721,70942,Louisiana,SurveyMonkey,D-,2286,rv,9/14/2020,10/12/2020,44,53
2550,132773,70942,Louisiana,SurveyMonkey,D-,2286,lv,9/14/2020,10/12/2020,40,58
2551,132722,70943,Maine,SurveyMonkey,D-,953,rv,9/14/2020,10/12/2020,56,43
2552,132774,70943,Maine,SurveyMonkey,D-,953,lv,9/14/2020,10/12/2020,56,43
2553,132726,70947,Minnesota,SurveyMonkey,D-,3525,rv,9/14/2020,10/12/2020,54,43
2554,132778,70947,Minnesota,SurveyMonkey,D-,3525,lv,9/14/2020,10/12/2020,55,43
2555,132727,70948,Mississippi,SurveyMonkey,D-,1063,rv,9/14/2020,10/12/2020,46,52
2556,132779,70948,Mississippi,SurveyMonkey,D-,1063,lv,9/14/2020,10/12/2020,40,58
2557,132738,70959,North Dakota,SurveyMonkey,D-,376,rv,9/14/2020,10/12/2020,37,61
2558,132789,70959,North Dakota,SurveyMonkey,D-,376,lv,9/14/2020,10/12/2020,37,61
2559,132739,70960,Ohio,SurveyMonkey,D-,5056,rv,9/14/2020,10/12/2020,48,50
2560,132790,70960,Ohio,SurveyMonkey,D-,5056,lv,9/14/2020,10/12/2020,47,51
2561,132744,70965,South Carolina,SurveyMonkey,D-,2816,rv,9/14/2020,10/12/2020,46,50
2562,132795,70965,South Carolina,SurveyMonkey,D-,2816,lv,9/14/2020,10/12/2020,44,53
2563,132745,70966,South Dakota,SurveyMonkey,D-,547,rv,9/14/2020,10/12/2020,42,56
2564,132796,70966,South Dakota,SurveyMonkey,D-,547,lv,9/14/2020,10/12/2020,43,56
2565,132748,70969,Utah,SurveyMonkey,D-,1783,rv,9/14/2020,10/12/2020,44,54
2566,132799,70969,Utah,SurveyMonkey,D-,1783,lv,9/14/2020,10/12/2020,44,53
2567,132749,70970,Vermont,SurveyMonkey,D-,557,rv,9/14/2020,10/12/2020,64,35
2568,132800,70970,Vermont,SurveyMonkey,D-,557,lv,9/14/2020,10/12/2020,65,33
2569,133631,71359,Virginia,Cygnal,A/B,607,lv,10/9/2020,10/11/2020,51.2,42.2
2570,132335,70738,Wisconsin,Siena College/The New York Times Upshot,A+,789,lv,10/8/2020,10/11/2020,51,41
2571,132432,70743,North Carolina,SurveyUSA,A,669,lv,10/8/2020,10/11/2020,50,45
2572,132413,70780,North Carolina,Monmouth University,A+,500,rv,10/8/2020,10/11/2020,49,46
2573,132414,70780,North Carolina,Monmouth University,A+,500,lv,10/8/2020,10/11/2020,50,46
2574,132415,70780,North Carolina,Monmouth University,A+,500,lv,10/8/2020,10/11/2020,49,48
2575,132892,71010,Georgia,Data for Progress,B-,782,lv,10/8/2020,10/11/2020,46,46
2576,132893,71011,South Carolina,Data for Progress,B-,801,lv,10/8/2020,10/11/2020,43,52
2577,133054,71083,Iowa,Data for Progress,B-,822,lv,10/8/2020,10/11/2020,47,48
2578,133104,71101,Ohio,Civiqs,B/C,586,lv,10/8/2020,10/11/2020,47,50
2579,133105,71102,Wisconsin,Civiqs,B/C,560,lv,10/8/2020,10/11/2020,53,45
2580,133106,71103,Michigan,Civiqs,B/C,543,lv,10/8/2020,10/11/2020,52,43
2581,133107,71104,Pennsylvania,Civiqs,B/C,600,lv,10/8/2020,10/11/2020,52,45
2582,132412,70779,Nevada,WPA Intelligence (WPAi),B/C,512,lv,10/7/2020,10/11/2020,44,42
2583,132449,70797,North Carolina,RMG Research,B/C,800,lv,10/7/2020,10/11/2020,47,45
2584,132847,70990,North Carolina,Susquehanna Polling & Research Inc.,C,500,lv,10/7/2020,10/11/2020,48,46
2585,132334,70737,Michigan,Siena College/The New York Times Upshot,A+,614,lv,10/6/2020,10/11/2020,48,40
2586,132338,70740,Wisconsin,Ipsos,B-,577,lv,10/6/2020,10/11/2020,51,44
2587,132345,70740,Wisconsin,Ipsos,B-,577,lv,10/6/2020,10/11/2020,52,45
2588,132339,70741,Pennsylvania,Ipsos,B-,622,lv,10/6/2020,10/11/2020,51,44
2589,132346,70741,Pennsylvania,Ipsos,B-,622,lv,10/6/2020,10/11/2020,51,45
2590,132361,70752,Arizona,Morning Consult,B/C,1144,lv,10/2/2020,10/11/2020,49,46
2591,132362,70753,Colorado,Morning Consult,B/C,837,lv,10/2/2020,10/11/2020,54,40
2592,132363,70754,Florida,Morning Consult,B/C,4785,lv,10/2/2020,10/11/2020,51,46
2593,132364,70755,Georgia,Morning Consult,B/C,1837,lv,10/2/2020,10/11/2020,47,49
2594,132365,70756,Michigan,Morning Consult,B/C,1710,lv,10/2/2020,10/11/2020,51,44
2595,132366,70757,Minnesota,Morning Consult,B/C,898,lv,10/2/2020,10/11/2020,50,44
2596,132367,70758,North Carolina,Morning Consult,B/C,1993,lv,10/2/2020,10/11/2020,50,46
2597,132368,70759,Ohio,Morning Consult,B/C,2283,lv,10/2/2020,10/11/2020,46,49
2598,132369,70760,Pennsylvania,Morning Consult,B/C,2610,lv,10/2/2020,10/11/2020,52,44
2599,132370,70761,South Carolina,Morning Consult,B/C,903,lv,10/2/2020,10/11/2020,42,54
2600,132371,70762,Texas,Morning Consult,B/C,3455,lv,10/2/2020,10/11/2020,47,49
2601,132372,70763,Wisconsin,Morning Consult,B/C,1067,lv,10/2/2020,10/11/2020,51,44
2602,132322,70732,Montana,Public Policy Polling,B,798,v,10/9/2020,10/10/2020,46,52
2603,132391,70771,Florida,Florida Atlantic University,B/C,644,lv,10/9/2020,10/10/2020,51.2,47
2604,136522,72743,Arizona,Redfield & Wilton Strategies,,720,lv,10/9/2020,10/10/2020,48,46
2605,136524,72745,Michigan,Redfield & Wilton Strategies,,827,lv,10/9/2020,10/10/2020,51,41
2606,136526,72747,Florida,Redfield & Wilton Strategies,,981,lv,10/9/2020,10/10/2020,52,43
2607,136528,72749,Pennsylvania,Redfield & Wilton Strategies,,1145,lv,10/9/2020,10/10/2020,49,44
2608,136530,72751,North Carolina,Redfield & Wilton Strategies,,950,lv,10/9/2020,10/10/2020,49,42
2609,136532,72753,Wisconsin,Redfield & Wilton Strategies,,613,lv,10/9/2020,10/10/2020,49,45
2610,132272,70715,Georgia,Public Policy Polling,B,528,v,10/8/2020,10/9/2020,47,46
2611,132308,70724,Michigan,YouGov,B,1190,lv,10/6/2020,10/9/2020,52,46
2612,132309,70725,Nevada,YouGov,B,1036,lv,10/6/2020,10/9/2020,52,46
2613,132310,70726,Iowa,YouGov,B,1035,lv,10/6/2020,10/9/2020,49,49
2614,132328,70736,Pennsylvania,Whitman Insight Strategies,,517,lv,10/5/2020,10/9/2020,51,46
